"survey_dt_gmt","polyid","glacier_name","counting_method","num_seals","off_image_count","standard_error","stockid","stockname","survey_date"
2008-08-07 19:48:15,"HG26","Harvard Glacier","Oblique visual count",130,NA,NA,6,"Prince William Sound",2008-08-07
2009-08-20 17:11:23,"HG26","Harvard Glacier","Oblique visual count",7,NA,NA,6,"Prince William Sound",2009-08-20
2010-08-03 01:23:17,"HG26","Harvard Glacier","Oblique visual count",38,NA,NA,6,"Prince William Sound",2010-08-03
2010-08-08 15:46:14,"HG26","Harvard Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2010-08-08
2011-08-11 22:20:00,"HG26","Harvard Glacier","MOSAIC",189,NA,NA,6,"Prince William Sound",2011-08-11
2013-08-02 00:56:00,"HG26","Harvard Glacier","LATTE",264.863,NA,22.32925,6,"Prince William Sound",2013-08-01
2013-08-08 01:31:00,"HG26","Harvard Glacier","MOSAIC",116,NA,NA,6,"Prince William Sound",2013-08-07
2015-07-29 01:54:00,"HG26","Harvard Glacier","LATTE",99.907,NA,10.496813,6,"Prince William Sound",2015-07-28
2015-08-02 00:00:00,"HG26","Harvard Glacier","LATTE",53.444,NA,4.302806,6,"Prince William Sound",2015-08-01
2006-08-08 02:11:47,"HG32","Blackstone Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2006-08-08
2008-08-07 20:57:40,"HG32","Blackstone Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2008-08-07
2011-08-16 22:07:40,"HG32","Blackstone Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2011-08-16
2013-08-08 00:09:00,"HG32","Blackstone Glacier","Visual estimate",0,0,NA,6,"Prince William Sound",2013-08-07
2015-08-02 01:09:00,"HG32","Blackstone Glacier","MOSAIC",1,NA,NA,6,"Prince William Sound",2015-08-01
2001-08-21 20:33:00,"HG44","Barry Arm","AeroMap",0,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-22 20:45:00,"HG44","Barry Arm","AeroMap",34,NA,NA,6,"Prince William Sound",2001-08-22
2001-08-25 21:57:00,"HG44","Barry Arm","AeroMap",39,NA,NA,6,"Prince William Sound",2001-08-25
2006-08-09 17:09:30,"HG44","Barry Arm","Oblique visual count",0,NA,NA,6,"Prince William Sound",2006-08-09
2006-08-10 01:13:00,"HG44","Barry Arm","Oblique visual count",0,NA,NA,6,"Prince William Sound",2006-08-10
2009-08-20 16:47:40,"HG44","Barry Arm","Oblique visual count",0,NA,NA,6,"Prince William Sound",2009-08-20
2010-08-03 02:05:30,"HG44","Barry Arm","Oblique visual count",336,NA,NA,6,"Prince William Sound",2010-08-03
2010-08-15 22:36:00,"HG44","Barry Arm","MOSAIC",348,NA,NA,6,"Prince William Sound",2010-08-15
2011-08-11 22:26:00,"HG44","Barry Arm","MOSAIC",488,NA,NA,6,"Prince William Sound",2011-08-11
2013-08-02 20:40:00,"HG44","Barry Arm","MOSAIC",258,NA,NA,6,"Prince William Sound",2013-08-02
2015-08-02 00:31:00,"HG44","Barry Arm","MOSAIC",61,NA,NA,6,"Prince William Sound",2015-08-01
2015-08-05 23:23:00,"HG44","Barry Arm","MOSAIC",63,NA,NA,6,"Prince William Sound",2015-08-05
2001-08-21 21:08:00,"HG45","Harriman Glacier","AeroMap",0,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-25 22:15:00,"HG45","Harriman Glacier","AeroMap",0,NA,NA,6,"Prince William Sound",2001-08-25
2006-08-09 16:50:56,"HG45","Harriman Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2006-08-09
2008-08-07 20:12:50,"HG45","Harriman Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2008-08-07
2009-08-20 16:56:01,"HG45","Harriman Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2009-08-20
2010-08-03 01:47:29,"HG45","Harriman Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2010-08-03
2013-08-02 21:30:00,"HG45","Harriman Glacier","Visual estimate",0,0,NA,6,"Prince William Sound",2013-08-02
2015-08-02 00:49:00,"HG45","Harriman Glacier","MOSAIC",1,NA,NA,6,"Prince William Sound",2015-08-01
2001-08-21 20:48:00,"HG46","Surprise Glacier","AeroMap",64,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-22 20:36:00,"HG46","Surprise Glacier","AeroMap",28,NA,NA,6,"Prince William Sound",2001-08-22
2001-08-25 22:11:00,"HG46","Surprise Glacier","AeroMap",81,NA,NA,6,"Prince William Sound",2001-08-25
2006-08-09 16:59:46,"HG46","Surprise Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2006-08-09
2008-08-07 20:18:37,"HG46","Surprise Glacier","Oblique visual count",110,NA,NA,6,"Prince William Sound",2008-08-07
2009-08-20 16:52:27,"HG46","Surprise Glacier","Oblique visual count",46,NA,NA,6,"Prince William Sound",2009-08-20
2010-08-03 01:50:19,"HG46","Surprise Glacier","Oblique visual count",42,NA,NA,6,"Prince William Sound",2010-08-03
2010-08-15 22:14:00,"HG46","Surprise Glacier","MOSAIC",239,NA,NA,6,"Prince William Sound",2010-08-15
2013-08-02 21:09:00,"HG46","Surprise Glacier","MOSAIC",223,NA,NA,6,"Prince William Sound",2013-08-02
2015-08-02 00:42:00,"HG46","Surprise Glacier","MOSAIC",162,NA,NA,6,"Prince William Sound",2015-08-01
2015-08-05 23:34:00,"HG46","Surprise Glacier","MOSAIC",383,NA,NA,6,"Prince William Sound",2015-08-05
2001-08-21 19:47:00,"HG47","Yale Glacier","AeroMap",193,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-22 19:50:00,"HG47","Yale Glacier","AeroMap",252,NA,NA,6,"Prince William Sound",2001-08-22
2001-08-23 19:15:00,"HG47","Yale Glacier","Oblique visual count",110,NA,NA,6,"Prince William Sound",2001-08-23
2001-08-25 20:00:00,"HG47","Yale Glacier","Oblique visual count",68,NA,NA,6,"Prince William Sound",2001-08-25
2001-08-25 21:11:00,"HG47","Yale Glacier","AeroMap",113,NA,NA,6,"Prince William Sound",2001-08-25
2006-08-05 21:58:00,"HG47","Yale Glacier","LATTE",306.999,NA,62.55447,6,"Prince William Sound",2006-08-05
2006-08-09 17:47:39,"HG47","Yale Glacier","Oblique visual count",3,NA,NA,6,"Prince William Sound",2006-08-09
2006-08-09 21:18:00,"HG47","Yale Glacier","LATTE",39.253,NA,8.609176,6,"Prince William Sound",2006-08-09
2008-08-02 01:23:00,"HG47","Yale Glacier","LATTE",244.709,NA,31.85179,6,"Prince William Sound",2008-08-01
2008-08-07 19:20:32,"HG47","Yale Glacier","Oblique visual count",214,NA,NA,6,"Prince William Sound",2008-08-07
2009-08-20 17:17:38,"HG47","Yale Glacier","Oblique visual count",129,NA,NA,6,"Prince William Sound",2009-08-20
2010-08-03 01:06:39,"HG47","Yale Glacier","Oblique visual count",302,NA,NA,6,"Prince William Sound",2010-08-03
2010-08-08 15:52:14,"HG47","Yale Glacier","Oblique visual count",350,NA,NA,6,"Prince William Sound",2010-08-08
2010-08-15 20:54:00,"HG47","Yale Glacier","LATTE",748.39,NA,38.9886,6,"Prince William Sound",2010-08-15
2011-08-11 21:55:00,"HG47","Yale Glacier","MOSAIC",592,NA,NA,6,"Prince William Sound",2011-08-11
2013-08-02 00:30:00,"HG47","Yale Glacier","MOSAIC",596,9,NA,6,"Prince William Sound",2013-08-01
2013-08-02 00:43:00,"HG47","Yale Glacier","LATTE",625.921,NA,53.33855,6,"Prince William Sound",2013-08-01
2013-08-08 01:16:00,"HG47","Yale Glacier","MOSAIC",883,15,NA,6,"Prince William Sound",2013-08-07
2015-08-01 23:19:00,"HG47","Yale Glacier","MOSAIC",996,NA,NA,6,"Prince William Sound",2015-08-01
2015-08-01 23:30:00,"HG47","Yale Glacier","LATTE",1537.382,NA,131.620801,6,"Prince William Sound",2015-08-01
2001-08-17 01:03:00,"IF01","Bear Lake","Oblique visual count",3,NA,NA,6,"Prince William Sound",2001-08-17
2001-08-21 17:06:00,"IF01","Bear Lake","Oblique visual count",1,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-22 16:55:00,"IF01","Bear Lake","Oblique visual count",0,NA,NA,6,"Prince William Sound",2001-08-22
2001-08-23 18:57:00,"IF01","Bear Lake","Oblique visual count",26,NA,NA,6,"Prince William Sound",2001-08-23
2001-08-24 20:32:00,"IF01","Bear Lake","Oblique visual count",9,NA,NA,6,"Prince William Sound",2001-08-24
2001-08-25 20:37:00,"IF01","Bear Lake","Oblique visual count",24,NA,NA,6,"Prince William Sound",2001-08-25
2001-09-06 22:44:00,"IF01","Bear Lake","AeroMap",0,NA,NA,6,"Prince William Sound",2001-09-06
2001-09-08 19:38:00,"IF01","Bear Lake","AeroMap",0,NA,NA,6,"Prince William Sound",2001-09-08
2001-09-10 19:21:00,"IF01","Bear Lake","AeroMap",0,NA,NA,6,"Prince William Sound",2001-09-10
2006-08-10 17:30:17,"IF01","Bear Lake","Oblique visual count",22,NA,NA,6,"Prince William Sound",2006-08-10
2006-08-18 00:26:05,"IF01","Bear Lake","Oblique visual count",0,NA,NA,6,"Prince William Sound",2006-08-18
2008-07-30 18:02:31,"IF01","Bear Lake","Oblique visual count",19,NA,NA,6,"Prince William Sound",2008-07-30
2008-08-03 22:22:25,"IF01","Bear Lake","Oblique visual count",22,NA,NA,6,"Prince William Sound",2008-08-03
2009-08-12 19:16:39,"IF01","Bear Lake","Oblique visual count",46,NA,NA,6,"Prince William Sound",2009-08-12
2011-08-15 19:32:22,"IF01","Bear Lake","Oblique visual count",60,NA,NA,6,"Prince William Sound",2011-08-15
2015-07-28 23:25:19,"IF01","Bear Lake","Oblique visual count",111,NA,NA,6,"Prince William Sound",2015-07-28
2015-08-03 01:32:17,"IF01","Bear Lake","Oblique visual count",70,NA,NA,6,"Prince William Sound",2015-08-03
2001-08-19 17:51:00,"IF05","Pedersen Lake","Oblique visual count",166,NA,NA,6,"Prince William Sound",2001-08-19
2001-08-21 17:25:30,"IF05","Pedersen Lake","Oblique visual count",126,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-22 17:11:00,"IF05","Pedersen Lake","Oblique visual count",162,NA,NA,6,"Prince William Sound",2001-08-22
2001-08-23 19:17:30,"IF05","Pedersen Lake","Oblique visual count",182,NA,NA,6,"Prince William Sound",2001-08-23
2001-08-25 20:47:30,"IF05","Pedersen Lake","Oblique visual count",217,NA,NA,6,"Prince William Sound",2001-08-25
2006-08-10 16:30:42,"IF05","Pedersen Lake","Oblique visual count",134,NA,NA,6,"Prince William Sound",2006-08-10
2008-07-30 17:40:08,"IF05","Pedersen Lake","Oblique visual count",308,NA,NA,6,"Prince William Sound",2008-07-30
2008-08-03 21:51:51,"IF05","Pedersen Lake","Oblique visual count",441,NA,NA,6,"Prince William Sound",2008-08-03
2009-08-12 18:57:25,"IF05","Pedersen Lake","Oblique visual count",272,NA,NA,6,"Prince William Sound",2009-08-12
2011-08-15 19:02:46,"IF05","Pedersen Lake","Oblique visual count",405,NA,NA,6,"Prince William Sound",2011-08-15
2015-07-27 23:43:00,"IF05","Pedersen Lake","MOSAIC",651,NA,NA,6,"Prince William Sound",2015-07-27
2015-07-27 23:56:00,"IF05","Pedersen Lake","MOSAIC",694,NA,NA,6,"Prince William Sound",2015-07-27
2015-08-03 00:59:00,"IF05","Pedersen Lake","MOSAIC",294,NA,NA,6,"Prince William Sound",2015-08-02
2006-08-10 16:54:25,"IF06","Holgate Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2006-08-10
2008-08-03 21:45:37,"IF06","Holgate Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2008-08-03
2009-08-12 18:51:09,"IF06","Holgate Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2009-08-12
2015-07-27 23:18:00,"IF06","Holgate Glacier","MOSAIC",5,NA,NA,6,"Prince William Sound",2015-07-27
2015-08-03 00:51:00,"IF06","Holgate Glacier","MOSAIC",0,NA,NA,6,"Prince William Sound",2015-08-02
2006-08-13 18:51:38,"IF10","Northwestern Fjord","Oblique visual count",168,NA,NA,6,"Prince William Sound",2006-08-13
2009-08-12 18:34:21,"IF10","Northwestern Fjord","Oblique visual count",44,NA,NA,6,"Prince William Sound",2009-08-12
2013-08-09 01:37:00,"IF10","Northwestern Fjord","MOSAIC",564,50,NA,6,"Prince William Sound",2013-08-08
2015-07-27 22:58:00,"IF10","Northwestern Fjord","MOSAIC",85,NA,NA,6,"Prince William Sound",2015-07-27
2015-08-03 00:26:00,"IF10","Northwestern Fjord","MOSAIC",214,NA,NA,6,"Prince William Sound",2015-08-02
2001-08-20 18:06:00,"IF16","McCarty Glacier","Oblique visual count",110,NA,NA,6,"Prince William Sound",2001-08-20
2001-08-21 18:09:00,"IF16","McCarty Glacier","Oblique visual count",357,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-22 17:38:30,"IF16","McCarty Glacier","Oblique visual count",354,NA,NA,6,"Prince William Sound",2001-08-22
2001-08-23 19:57:00,"IF16","McCarty Glacier","Oblique visual count",108,NA,NA,6,"Prince William Sound",2001-08-23
2001-08-24 21:10:00,"IF16","McCarty Glacier","Oblique visual count",272,NA,NA,6,"Prince William Sound",2001-08-24
2001-08-25 21:08:00,"IF16","McCarty Glacier","Oblique visual count",179,NA,NA,6,"Prince William Sound",2001-08-25
2001-09-06 20:51:00,"IF16","McCarty Glacier","AeroMap",0,NA,NA,6,"Prince William Sound",2001-09-06
2001-09-08 23:27:00,"IF16","McCarty Glacier","AeroMap",76,NA,NA,6,"Prince William Sound",2001-09-08
2001-09-10 20:21:00,"IF16","McCarty Glacier","AeroMap",164,NA,NA,6,"Prince William Sound",2001-09-10
2006-08-09 15:20:14,"IF16","McCarty Glacier","Oblique visual count",110,NA,NA,6,"Prince William Sound",2006-08-09
2006-08-13 19:57:42,"IF16","McCarty Glacier","Oblique visual count",244,NA,NA,6,"Prince William Sound",2006-08-13
2008-07-30 17:02:36,"IF16","McCarty Glacier","Oblique visual count",54,NA,NA,6,"Prince William Sound",2008-07-30
2008-08-03 20:57:30,"IF16","McCarty Glacier","Oblique visual count",232,NA,NA,6,"Prince William Sound",2008-08-03
2009-08-12 18:06:10,"IF16","McCarty Glacier","Oblique visual count",195,NA,NA,6,"Prince William Sound",2009-08-12
2010-07-29 19:16:13,"IF16","McCarty Glacier","Oblique visual count",184,NA,NA,6,"Prince William Sound",2010-07-29
2011-08-15 18:22:32,"IF16","McCarty Glacier","Oblique visual count",20,NA,NA,6,"Prince William Sound",2011-08-15
2013-08-09 01:06:00,"IF16","McCarty Glacier","MOSAIC",292,10,NA,6,"Prince William Sound",2013-08-08
2015-07-27 22:22:00,"IF16","McCarty Glacier","MOSAIC",307,NA,NA,6,"Prince William Sound",2015-07-27
2015-08-03 00:09:00,"IF16","McCarty Glacier","MOSAIC",392,NA,NA,6,"Prince William Sound",2015-08-02
2006-08-10 16:19:58,"IF45","Aialik Glacier","Oblique visual count",83,NA,NA,6,"Prince William Sound",2006-08-10
2008-07-30 17:44:18,"IF45","Aialik Glacier","Oblique visual count",188,NA,NA,6,"Prince William Sound",2008-07-30
2008-08-03 21:58:27,"IF45","Aialik Glacier","Oblique visual count",105,NA,NA,6,"Prince William Sound",2008-08-03
2009-08-12 19:04:18,"IF45","Aialik Glacier","Oblique visual count",25,NA,NA,6,"Prince William Sound",2009-08-12
2011-08-15 19:14:49,"IF45","Aialik Glacier","Oblique visual count",73,NA,NA,6,"Prince William Sound",2011-08-15
2015-07-28 00:00:00,"IF45","Aialik Glacier","MOSAIC",115,NA,NA,6,"Prince William Sound",2015-07-27
2015-07-28 00:09:00,"IF45","Aialik Glacier","MOSAIC",110,NA,NA,6,"Prince William Sound",2015-07-27
2015-08-03 01:06:00,"IF45","Aialik Glacier","MOSAIC",221,NA,NA,6,"Prince William Sound",2015-08-02
