"survey_dt_gmt","polyid","glacier_name","counting_method","num_seals","off_image_count","standard_error","stockid","stockname","survey_date"
2004-05-11 21:32:00,"EF11","Disenchantment Bay","LATTE",1024.956,NA,275.1143,6,"Prince William Sound",2004-05-11
2004-05-12 20:19:00,"EF11","Disenchantment Bay","LATTE",724.597,NA,143.0885,6,"Prince William Sound",2004-05-12
2004-05-17 21:37:00,"EF11","Disenchantment Bay","LATTE",1002.846,NA,128.3155,6,"Prince William Sound",2004-05-17
2004-05-20 22:01:00,"EF11","Disenchantment Bay","LATTE",1148.762,NA,149.2175,6,"Prince William Sound",2004-05-20
2004-05-23 21:46:00,"EF11","Disenchantment Bay","LATTE",668.879,NA,101.8376,6,"Prince William Sound",2004-05-23
2004-05-31 21:36:00,"EF11","Disenchantment Bay","LATTE",883.574,NA,128.8507,6,"Prince William Sound",2004-05-31
2004-06-01 22:12:00,"EF11","Disenchantment Bay","LATTE",790.421,NA,123.2482,6,"Prince William Sound",2004-06-01
2004-06-03 21:50:00,"EF11","Disenchantment Bay","LATTE",1466.225,NA,172.5351,6,"Prince William Sound",2004-06-03
2004-06-15 22:07:00,"EF11","Disenchantment Bay","LATTE",1398.315,NA,207.687,6,"Prince William Sound",2004-06-15
2004-06-17 21:34:00,"EF11","Disenchantment Bay","LATTE",1807.429,NA,291.736,6,"Prince William Sound",2004-06-17
2004-06-21 21:22:00,"EF11","Disenchantment Bay","LATTE",1628.993,NA,255.8228,6,"Prince William Sound",2004-06-21
2004-06-22 19:31:00,"EF11","Disenchantment Bay","LATTE",1480.283,NA,150.1215,6,"Prince William Sound",2004-06-22
2004-06-27 21:22:00,"EF11","Disenchantment Bay","LATTE",482.624,NA,81.94819,6,"Prince William Sound",2004-06-27
2004-06-29 22:15:00,"EF11","Disenchantment Bay","LATTE",628.974,NA,231.8575,6,"Prince William Sound",2004-06-29
2004-07-05 22:06:00,"EF11","Disenchantment Bay","LATTE",1010.756,NA,244.1246,6,"Prince William Sound",2004-07-05
2004-07-06 21:32:00,"EF11","Disenchantment Bay","LATTE",913.388,NA,149.7941,6,"Prince William Sound",2004-07-06
2004-07-18 21:38:00,"EF11","Disenchantment Bay","LATTE",627.536,NA,100.4281,6,"Prince William Sound",2004-07-18
2004-07-19 22:28:00,"EF11","Disenchantment Bay","LATTE",1110.228,NA,264.659,6,"Prince William Sound",2004-07-19
2004-07-20 20:26:00,"EF11","Disenchantment Bay","LATTE",1615.551,NA,283.3744,6,"Prince William Sound",2004-07-20
2004-08-09 18:42:00,"EF11","Disenchantment Bay","AeroMap",715,NA,NA,6,"Prince William Sound",2004-08-09
2004-08-10 19:08:00,"EF11","Disenchantment Bay","AeroMap",825,NA,NA,6,"Prince William Sound",2004-08-10
2004-08-23 19:04:00,"EF11","Disenchantment Bay","AeroMap",538,NA,NA,6,"Prince William Sound",2004-08-23
2005-05-07 21:40:00,"EF11","Disenchantment Bay","LATTE",235.6,NA,38.23272,6,"Prince William Sound",2005-05-07
2005-05-09 21:02:00,"EF11","Disenchantment Bay","LATTE",407.104,NA,61.93165,6,"Prince William Sound",2005-05-09
2005-05-10 20:32:00,"EF11","Disenchantment Bay","LATTE",235.518,NA,32.16207,6,"Prince William Sound",2005-05-10
2005-05-16 21:12:00,"EF11","Disenchantment Bay","LATTE",623.142,NA,76.22477,6,"Prince William Sound",2005-05-16
2005-05-17 21:15:00,"EF11","Disenchantment Bay","LATTE",508.104,NA,156.5979,6,"Prince William Sound",2005-05-17
2005-05-22 21:48:00,"EF11","Disenchantment Bay","LATTE",356.689,NA,59.85991,6,"Prince William Sound",2005-05-22
2005-05-24 21:09:00,"EF11","Disenchantment Bay","LATTE",1264.376,NA,125.6046,6,"Prince William Sound",2005-05-24
2005-05-30 21:04:00,"EF11","Disenchantment Bay","LATTE",1704.215,NA,104.2455,6,"Prince William Sound",2005-05-30
2005-05-31 20:40:00,"EF11","Disenchantment Bay","LATTE",1372.495,NA,100.9018,6,"Prince William Sound",2005-05-31
2005-06-06 21:01:00,"EF11","Disenchantment Bay","LATTE",1598.359,NA,123.0574,6,"Prince William Sound",2005-06-06
2005-06-07 21:12:00,"EF11","Disenchantment Bay","LATTE",2294.637,NA,150.5734,6,"Prince William Sound",2005-06-07
2005-08-02 22:08:00,"EF11","Disenchantment Bay","LATTE",1113.486,NA,157.6108,6,"Prince William Sound",2005-08-02
2005-08-08 21:26:00,"EF11","Disenchantment Bay","LATTE",1524.346,NA,201.3268,6,"Prince William Sound",2005-08-08
2005-08-09 19:04:00,"EF11","Disenchantment Bay","AeroMap",423,NA,NA,6,"Prince William Sound",2005-08-09
2005-08-09 21:49:00,"EF11","Disenchantment Bay","LATTE",1380.331,NA,307.7498,6,"Prince William Sound",2005-08-09
2005-08-10 19:45:00,"EF11","Disenchantment Bay","AeroMap",386,NA,NA,6,"Prince William Sound",2005-08-10
2005-08-11 18:53:00,"EF11","Disenchantment Bay","LATTE",1336.304,NA,159.5455,6,"Prince William Sound",2005-08-11
2005-08-11 19:02:00,"EF11","Disenchantment Bay","AeroMap",290,NA,NA,6,"Prince William Sound",2005-08-11
2005-08-15 20:47:00,"EF11","Disenchantment Bay","LATTE",1107.482,NA,186.2632,6,"Prince William Sound",2005-08-15
2005-08-25 20:51:00,"EF11","Disenchantment Bay","LATTE",613.511,NA,55.19548,6,"Prince William Sound",2005-08-25
2005-08-27 19:41:00,"EF11","Disenchantment Bay","LATTE",1649.043,NA,171.0412,6,"Prince William Sound",2005-08-27
2005-08-29 21:18:00,"EF11","Disenchantment Bay","LATTE",1067.093,NA,154.2476,6,"Prince William Sound",2005-08-29
2005-08-30 22:15:00,"EF11","Disenchantment Bay","LATTE",403.878,NA,63.73391,6,"Prince William Sound",2005-08-30
2005-09-01 19:57:00,"EF11","Disenchantment Bay","LATTE",793.21,NA,61.04659,6,"Prince William Sound",2005-09-01
2005-09-02 20:14:00,"EF11","Disenchantment Bay","LATTE",1154.674,NA,248.5949,6,"Prince William Sound",2005-09-02
2006-08-23 23:12:00,"EF11","Disenchantment Bay","LATTE",1005.289,NA,81.31554,6,"Prince William Sound",2006-08-23
2006-08-26 21:56:00,"EF11","Disenchantment Bay","LATTE",789.349,NA,102.5987,6,"Prince William Sound",2006-08-26
2007-08-07 21:21:00,"EF11","Disenchantment Bay","LATTE",1256.782,NA,140.6082,6,"Prince William Sound",2007-08-07
2007-08-10 00:19:00,"EF11","Disenchantment Bay","LATTE",1408.812,NA,146.5082,6,"Prince William Sound",2007-08-09
2007-08-11 22:12:00,"EF11","Disenchantment Bay","LATTE",766.099,NA,117.5374,6,"Prince William Sound",2007-08-11
2008-08-07 22:03:00,"EF11","Disenchantment Bay","LATTE",712.164,NA,65.06,6,"Prince William Sound",2008-08-07
2008-08-09 22:26:00,"EF11","Disenchantment Bay","LATTE",1679.551,NA,111.8929,6,"Prince William Sound",2008-08-09
2009-08-10 23:51:00,"EF11","Disenchantment Bay","LATTE",1584.256,NA,110.2208,6,"Prince William Sound",2009-08-10
2010-08-16 23:12:00,"EF11","Disenchantment Bay","LATTE",909.466,NA,104.3303,6,"Prince William Sound",2010-08-16
2010-08-18 22:04:00,"EF11","Disenchantment Bay","LATTE",846.186,NA,219.0158,6,"Prince William Sound",2010-08-18
2011-08-04 23:07:00,"EF11","Disenchantment Bay","LATTE",1259.979,NA,68.47583,6,"Prince William Sound",2011-08-04
2011-08-06 21:55:00,"EF11","Disenchantment Bay","LATTE",1725.358,NA,113.4001,6,"Prince William Sound",2011-08-06
2013-08-10 00:53:00,"EF11","Disenchantment Bay","LATTE",1270.023,NA,63.30691,6,"Prince William Sound",2013-08-09
2013-08-11 23:44:00,"EF11","Disenchantment Bay","LATTE",1024.759,NA,89.94405,6,"Prince William Sound",2013-08-11
2015-08-09 00:11:00,"EF11","Disenchantment Bay","LATTE",2577.198,NA,239.031411,6,"Prince William Sound",2015-08-08
2020-09-04 23:17:00,"EF11","Disenchantment Bay","LATTE",71.113,NA,10.45999,6,"Prince William Sound",2020-09-04
2020-09-06 20:46:00,"EF11","Disenchantment Bay","LATTE",36.963,NA,7.546772,6,"Prince William Sound",2020-09-06
2021-08-29 23:01:00,"EF11","Disenchantment Bay","LATTE",311.157,NA,20.17278,6,"Prince William Sound",2021-08-29
2002-08-13 23:26:00,"EF15","Malaspina Glacier","Oblique visual count",29,NA,NA,6,"Prince William Sound",2002-08-13
2002-08-14 21:51:00,"EF15","Malaspina Glacier","Oblique visual count",51,NA,NA,6,"Prince William Sound",2002-08-14
2002-08-15 21:53:00,"EF15","Malaspina Glacier","Oblique visual count",54,NA,NA,6,"Prince William Sound",2002-08-15
2007-08-08 00:10:30,"EF15","Malaspina Glacier","Oblique visual count",19,NA,NA,6,"Prince William Sound",2007-08-08
2007-08-14 22:09:39,"EF15","Malaspina Glacier","Oblique visual count",33,NA,NA,6,"Prince William Sound",2007-08-14
2007-08-16 19:11:51,"EF15","Malaspina Glacier","Oblique visual count",44,NA,NA,6,"Prince William Sound",2007-08-16
2007-08-17 20:27:27,"EF15","Malaspina Glacier","Oblique visual count",45,NA,NA,6,"Prince William Sound",2007-08-17
2010-08-20 16:45:20,"EF15","Malaspina Glacier","Oblique visual count",8,NA,NA,6,"Prince William Sound",2010-08-20
2015-08-08 23:45:27,"EF15","Malaspina Glacier","Oblique visual count",130,NA,NA,6,"Prince William Sound",2015-08-08
2001-08-15 19:44:00,"FF01","Icy Bay","AeroMap",3720,NA,NA,6,"Prince William Sound",2001-08-15
2001-08-16 18:29:00,"FF01","Icy Bay","AeroMap",2385,NA,NA,6,"Prince William Sound",2001-08-16
2001-08-25 18:50:00,"FF01","Icy Bay","AeroMap",3911,NA,NA,6,"Prince William Sound",2001-08-25
2002-08-09 22:54:00,"FF01","Icy Bay","Oblique visual count",650,NA,NA,6,"Prince William Sound",2002-08-09
2002-08-13 22:42:00,"FF01","Icy Bay","Oblique visual count",250,NA,NA,6,"Prince William Sound",2002-08-13
2002-08-15 21:18:00,"FF01","Icy Bay","AeroMap",5428,NA,NA,6,"Prince William Sound",2002-08-15
2002-08-17 00:00:00,"FF01","Icy Bay","AeroMap",4565,NA,NA,6,"Prince William Sound",2002-08-16
2002-08-17 21:06:00,"FF01","Icy Bay","AeroMap",4581,NA,NA,6,"Prince William Sound",2002-08-17
2004-05-09 22:22:39,"FF01","Icy Bay","LATTE",1782.364,NA,205.0411,6,"Prince William Sound",2004-05-09
2004-05-14 22:51:00,"FF01","Icy Bay","LATTE",1657.68,NA,212.9171,6,"Prince William Sound",2004-05-14
2004-05-18 21:39:00,"FF01","Icy Bay","LATTE",3316.865,NA,254.1533,6,"Prince William Sound",2004-05-18
2004-05-27 21:55:00,"FF01","Icy Bay","LATTE",7968.831,NA,316.6166,6,"Prince William Sound",2004-05-27
2004-06-04 21:26:00,"FF01","Icy Bay","LATTE",11279.99,NA,423.775,6,"Prince William Sound",2004-06-04
2004-06-09 21:51:00,"FF01","Icy Bay","LATTE",10133.34,NA,450.3307,6,"Prince William Sound",2004-06-09
2004-06-16 22:02:00,"FF01","Icy Bay","LATTE",6943.742,NA,420.3986,6,"Prince William Sound",2004-06-16
2004-08-09 20:38:00,"FF01","Icy Bay","AeroMap",853,NA,NA,6,"Prince William Sound",2004-08-09
2004-08-10 20:27:00,"FF01","Icy Bay","AeroMap",1017,NA,NA,6,"Prince William Sound",2004-08-10
2004-08-23 20:31:00,"FF01","Icy Bay","AeroMap",2151,NA,NA,6,"Prince William Sound",2004-08-23
2005-05-08 22:09:00,"FF01","Icy Bay","LATTE",592.405,NA,73.48264,6,"Prince William Sound",2005-05-08
2005-05-12 21:25:00,"FF01","Icy Bay","LATTE",302.596,NA,25.0664,6,"Prince William Sound",2005-05-12
2005-05-15 21:08:00,"FF01","Icy Bay","LATTE",1805.529,NA,168.1508,6,"Prince William Sound",2005-05-15
2005-05-20 21:05:00,"FF01","Icy Bay","LATTE",2366.82,NA,136.7267,6,"Prince William Sound",2005-05-20
2005-05-25 21:06:00,"FF01","Icy Bay","LATTE",4950.789,NA,173.9969,6,"Prince William Sound",2005-05-25
2005-05-29 21:08:00,"FF01","Icy Bay","LATTE",7838.792,NA,270.1791,6,"Prince William Sound",2005-05-29
2005-06-03 21:34:00,"FF01","Icy Bay","LATTE",8436.601,NA,283.9772,6,"Prince William Sound",2005-06-03
2005-06-08 21:01:00,"FF01","Icy Bay","LATTE",6984.947,NA,284.153,6,"Prince William Sound",2005-06-08
2005-07-31 23:34:00,"FF01","Icy Bay","LATTE",2230.259,NA,786.0929,6,"Prince William Sound",2005-07-31
2005-08-05 21:33:00,"FF01","Icy Bay","LATTE",4662.008,NA,266.1206,6,"Prince William Sound",2005-08-05
2005-08-09 19:25:00,"FF01","Icy Bay","AeroMap",2661,NA,NA,6,"Prince William Sound",2005-08-09
2005-08-10 19:00:00,"FF01","Icy Bay","AeroMap",3096,NA,NA,6,"Prince William Sound",2005-08-10
2005-08-10 20:19:00,"FF01","Icy Bay","LATTE",4881.385,NA,272.454,6,"Prince William Sound",2005-08-10
2005-08-11 18:55:00,"FF01","Icy Bay","AeroMap",3098,NA,NA,6,"Prince William Sound",2005-08-11
2005-08-14 21:03:00,"FF01","Icy Bay","LATTE",4549.815,NA,399.3342,6,"Prince William Sound",2005-08-14
2005-08-19 22:07:00,"FF01","Icy Bay","LATTE",3617.909,NA,220.359,6,"Prince William Sound",2005-08-19
2005-08-23 19:24:00,"FF01","Icy Bay","LATTE",1905.402,NA,147.4148,6,"Prince William Sound",2005-08-23
2005-08-28 21:33:00,"FF01","Icy Bay","LATTE",4216.832,NA,445.3894,6,"Prince William Sound",2005-08-28
2006-08-17 21:00:00,"FF01","Icy Bay","LATTE",3869.043,NA,345.5947,6,"Prince William Sound",2006-08-17
2006-08-18 19:41:00,"FF01","Icy Bay","LATTE",3411.475,NA,240.8729,6,"Prince William Sound",2006-08-18
2007-08-08 21:45:00,"FF01","Icy Bay","LATTE",4377.272,NA,427.3619,6,"Prince William Sound",2007-08-08
2007-08-08 22:17:13,"FF01","Icy Bay","Oblique visual count",0,NA,NA,6,"Prince William Sound",2007-08-08
2007-08-10 21:08:00,"FF01","Icy Bay","LATTE",5203.704,NA,363.6665,6,"Prince William Sound",2007-08-10
2007-08-12 20:57:00,"FF01","Icy Bay","LATTE",4960.389,NA,510.0397,6,"Prince William Sound",2007-08-12
2008-08-11 20:18:00,"FF01","Icy Bay","LATTE",4054.648,NA,337.9892,6,"Prince William Sound",2008-08-11
2009-08-12 22:15:00,"FF01","Icy Bay","LATTE",5751.52,NA,357.3964,6,"Prince William Sound",2009-08-12
2010-08-16 21:06:00,"FF01","Icy Bay","LATTE",5137.234,NA,288.5292,6,"Prince William Sound",2010-08-16
2010-08-18 19:57:00,"FF01","Icy Bay","LATTE",3601.588,NA,131.9863,6,"Prince William Sound",2010-08-18
2011-08-03 22:00:00,"FF01","Icy Bay","LATTE",5427.792,NA,148.7338,6,"Prince William Sound",2011-08-03
2013-08-09 22:40:00,"FF01","Icy Bay","LATTE",5508.333,NA,193.6045,6,"Prince William Sound",2013-08-09
2013-08-11 21:53:00,"FF01","Icy Bay","LATTE",6252.522,NA,249.7363,6,"Prince William Sound",2013-08-11
2015-08-08 22:11:00,"FF01","Icy Bay","LATTE",6415.153,NA,153.721525,6,"Prince William Sound",2015-08-08
2020-09-02 00:18:00,"FF01","Icy Bay","LATTE",1874.9,NA,185.6611,6,"Prince William Sound",2020-09-01
2020-09-04 21:25:00,"FF01","Icy Bay","LATTE",1718.685,NA,90.60198,6,"Prince William Sound",2020-09-04
2021-08-29 21:15:00,"FF01","Icy Bay","LATTE",2883.334,NA,108.4895,6,"Prince William Sound",2021-08-29
2021-08-31 22:22:00,"FF01","Icy Bay","LATTE",2589.628,NA,131.2139,6,"Prince William Sound",2021-08-31
2002-08-09 21:55:00,"FF06","Bering Glacier","Oblique visual count",580,NA,NA,6,"Prince William Sound",2002-08-09
2002-08-10 19:54:00,"FF06","Bering Glacier","Oblique visual count",313,NA,NA,6,"Prince William Sound",2002-08-10
2002-08-13 21:44:00,"FF06","Bering Glacier","Oblique visual count",525,NA,NA,6,"Prince William Sound",2002-08-13
2002-08-14 23:00:00,"FF06","Bering Glacier","Oblique visual count",665,NA,NA,6,"Prince William Sound",2002-08-14
2002-08-26 21:53:00,"FF06","Bering Glacier","AeroMap",420,NA,NA,6,"Prince William Sound",2002-08-26
2002-09-02 19:48:00,"FF06","Bering Glacier","AeroMap",535,NA,NA,6,"Prince William Sound",2002-09-02
2002-09-04 22:12:00,"FF06","Bering Glacier","AeroMap",270,NA,NA,6,"Prince William Sound",2002-09-04
2006-08-07 21:40:57,"FF06","Bering Glacier","Oblique visual count",561,NA,NA,6,"Prince William Sound",2006-08-07
2007-08-11 16:05:12,"FF06","Bering Glacier","Oblique visual count",289,NA,NA,6,"Prince William Sound",2007-08-11
2007-08-14 21:00:31,"FF06","Bering Glacier","Oblique visual count",375,NA,NA,6,"Prince William Sound",2007-08-14
2007-08-16 18:09:16,"FF06","Bering Glacier","Oblique visual count",337,NA,NA,6,"Prince William Sound",2007-08-16
2007-08-17 19:25:32,"FF06","Bering Glacier","Oblique visual count",315,NA,NA,6,"Prince William Sound",2007-08-17
2008-08-08 22:29:42,"FF06","Bering Glacier","Oblique visual count",702,NA,NA,6,"Prince William Sound",2008-08-08
2009-08-19 16:53:04,"FF06","Bering Glacier","Oblique visual count",137,NA,NA,6,"Prince William Sound",2009-08-19
2009-08-23 23:28:22,"FF06","Bering Glacier","Oblique visual count",478,NA,NA,6,"Prince William Sound",2009-08-23
2010-08-14 20:55:57,"FF06","Bering Glacier","Oblique visual count",605,NA,NA,6,"Prince William Sound",2010-08-14
2011-08-07 22:54:30,"FF06","Bering Glacier","Oblique visual count",140,NA,NA,6,"Prince William Sound",2011-08-07
2015-08-04 23:17:25,"FF06","Bering Glacier","Oblique visual count",585,NA,NA,6,"Prince William Sound",2015-08-04
2001-08-19 01:58:00,"HF07","Nellie Juan Glacier ","Oblique visual count",1,NA,NA,6,"Prince William Sound",2001-08-19
2001-08-22 17:14:00,"HF07","Nellie Juan Glacier ","Oblique visual count",15,NA,NA,6,"Prince William Sound",2001-08-22
2001-08-23 18:18:00,"HF07","Nellie Juan Glacier ","Oblique visual count",13,NA,NA,6,"Prince William Sound",2001-08-23
2001-08-24 18:46:00,"HF07","Nellie Juan Glacier ","Oblique visual count",15,NA,NA,6,"Prince William Sound",2001-08-24
2001-08-25 20:18:30,"HF07","Nellie Juan Glacier ","Oblique visual count",5,NA,NA,6,"Prince William Sound",2001-08-25
2006-08-08 03:59:38,"HF07","Nellie Juan Glacier ","Oblique visual count",0,NA,NA,6,"Prince William Sound",2006-08-08
2006-08-09 16:17:05,"HF07","Nellie Juan Glacier ","Oblique visual count",4,NA,NA,6,"Prince William Sound",2006-08-09
2006-08-14 19:47:29,"HF07","Nellie Juan Glacier ","Oblique visual count",8,NA,NA,6,"Prince William Sound",2006-08-14
2008-08-07 21:17:02,"HF07","Nellie Juan Glacier ","Oblique visual count",0,NA,NA,6,"Prince William Sound",2008-08-07
2011-08-16 21:41:47,"HF07","Nellie Juan Glacier ","Oblique visual count",10,NA,NA,6,"Prince William Sound",2011-08-16
2013-08-02 22:03:00,"HF07","Nellie Juan Glacier ","Visual estimate",0,0,NA,6,"Prince William Sound",2013-08-02
2015-08-02 01:32:00,"HF07","Nellie Juan Glacier ","MOSAIC",31,NA,NA,6,"Prince William Sound",2015-08-01
2015-08-05 22:43:00,"HF07","Nellie Juan Glacier ","MOSAIC",31,NA,NA,6,"Prince William Sound",2015-08-05
2001-08-21 17:32:00,"HF63","Excelsior Glacier","Oblique visual count",50,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-22 18:23:00,"HF63","Excelsior Glacier","Oblique visual count",31,NA,NA,6,"Prince William Sound",2001-08-22
2001-08-23 19:41:00,"HF63","Excelsior Glacier","Oblique visual count",37,NA,NA,6,"Prince William Sound",2001-08-23
2001-08-24 19:59:00,"HF63","Excelsior Glacier","Oblique visual count",37,NA,NA,6,"Prince William Sound",2001-08-24
2001-08-25 21:23:00,"HF63","Excelsior Glacier","Oblique visual count",18,NA,NA,6,"Prince William Sound",2001-08-25
2006-08-08 15:57:46,"HF63","Excelsior Glacier","Oblique visual count",2,NA,NA,6,"Prince William Sound",2006-08-08
2006-08-09 17:48:44,"HF63","Excelsior Glacier","Oblique visual count",82,NA,NA,6,"Prince William Sound",2006-08-09
2006-08-17 23:17:26,"HF63","Excelsior Glacier","Oblique visual count",89,NA,NA,6,"Prince William Sound",2006-08-17
2008-08-03 23:05:01,"HF63","Excelsior Glacier","Oblique visual count",109,NA,NA,6,"Prince William Sound",2008-08-03
2009-08-12 20:00:08,"HF63","Excelsior Glacier","Oblique visual count",123,NA,NA,6,"Prince William Sound",2009-08-12
2011-08-16 20:57:33,"HF63","Excelsior Glacier","Oblique visual count",163,NA,NA,6,"Prince William Sound",2011-08-16
2015-07-28 01:30:00,"HF63","Excelsior Glacier","MOSAIC",410,NA,NA,6,"Prince William Sound",2015-07-27
2001-08-21 21:25:00,"HF64","Chenega Glacier","AeroMap",383,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-22 21:24:00,"HF64","Chenega Glacier","AeroMap",486,NA,NA,6,"Prince William Sound",2001-08-22
2001-09-06 18:59:00,"HF64","Chenega Glacier","AeroMap",282,NA,NA,6,"Prince William Sound",2001-09-06
2006-08-06 22:35:00,"HF64","Chenega Glacier","LATTE",1075.195,NA,150.063,6,"Prince William Sound",2006-08-06
2006-08-17 22:16:05,"HF64","Chenega Glacier","Oblique visual count",782,NA,NA,6,"Prince William Sound",2006-08-17
2009-08-12 20:36:12,"HF64","Chenega Glacier","Oblique visual count",881,NA,NA,6,"Prince William Sound",2009-08-12
2011-08-16 21:26:11,"HF64","Chenega Glacier","Oblique visual count",1213,NA,NA,6,"Prince William Sound",2011-08-16
2013-08-02 22:32:00,"HF64","Chenega Glacier","MOSAIC",1416,NA,NA,6,"Prince William Sound",2013-08-02
2013-08-02 23:19:00,"HF64","Chenega Glacier","LATTE",1394.889,NA,103.6095,6,"Prince William Sound",2013-08-02
2015-08-02 01:45:00,"HF64","Chenega Glacier","MOSAIC",661,NA,NA,6,"Prince William Sound",2015-08-01
2015-08-05 22:15:00,"HF64","Chenega Glacier","MOSAIC",1399,NA,NA,6,"Prince William Sound",2015-08-05
2001-08-21 21:23:00,"HF65","Tiger Glacier","AeroMap",0,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-22 21:17:00,"HF65","Tiger Glacier","AeroMap",0,NA,NA,6,"Prince William Sound",2001-08-22
2001-09-06 19:25:00,"HF65","Tiger Glacier","AeroMap",4,NA,NA,6,"Prince William Sound",2001-09-06
2008-08-07 21:56:18,"HF65","Tiger Glacier","Oblique visual count",25,NA,NA,6,"Prince William Sound",2008-08-07
2009-08-12 20:24:04,"HF65","Tiger Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2009-08-12
2015-08-02 01:54:00,"HF65","Tiger Glacier","MOSAIC",0,NA,NA,6,"Prince William Sound",2015-08-01
2001-08-17 17:34:00,"HG11","Columbia Glacier","Oblique visual count",7,NA,NA,6,"Prince William Sound",2001-08-17
2002-08-14 00:04:00,"HG11","Columbia Glacier","AeroMap",735,NA,NA,6,"Prince William Sound",2002-08-13
2002-08-14 21:34:00,"HG11","Columbia Glacier","AeroMap",678,NA,NA,6,"Prince William Sound",2002-08-14
2002-08-16 20:24:00,"HG11","Columbia Glacier","AeroMap",499,NA,NA,6,"Prince William Sound",2002-08-16
2006-08-07 21:46:00,"HG11","Columbia Glacier","LATTE",1270.575,NA,134.4166,6,"Prince William Sound",2006-08-07
2006-08-08 22:00:00,"HG11","Columbia Glacier","LATTE",1221.863,NA,132.5377,6,"Prince William Sound",2006-08-08
2006-08-10 23:16:00,"HG11","Columbia Glacier","LATTE",716.512,NA,126.1814,6,"Prince William Sound",2006-08-10
2006-08-11 01:34:00,"HG11","Columbia Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2006-08-11
2009-08-19 22:56:00,"HG11","Columbia Glacier","LATTE",1222.151,NA,102.713,6,"Prince William Sound",2009-08-19
2009-08-21 00:04:00,"HG11","Columbia Glacier","LATTE",1449.703,NA,156.219,6,"Prince William Sound",2009-08-20
2010-08-13 23:39:00,"HG11","Columbia Glacier","LATTE",515.965,NA,25.146,6,"Prince William Sound",2010-08-13
2010-08-15 19:03:00,"HG11","Columbia Glacier","LATTE",1796.961,NA,61.28771,6,"Prince William Sound",2010-08-15
2013-08-01 22:10:00,"HG11","Columbia Glacier","LATTE",2009.12,NA,139.0396,6,"Prince William Sound",2013-08-01
2013-08-07 22:29:00,"HG11","Columbia Glacier","LATTE",1639.836,NA,146.7948,6,"Prince William Sound",2013-08-07
2015-08-06 22:20:00,"HG11","Columbia Glacier","LATTE",2761.425,NA,228.785,6,"Prince William Sound",2015-08-06
2020-09-09 22:48:00,"HG11","Columbia Glacier","LATTE",883.979,NA,48.62983,6,"Prince William Sound",2020-09-09
2020-09-10 20:52:00,"HG11","Columbia Glacier","LATTE",765.913,NA,44.46122,6,"Prince William Sound",2020-09-10
2001-08-21 19:28:00,"HG16","Meares Glacier","AeroMap",221,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-22 19:36:00,"HG16","Meares Glacier","AeroMap",159,NA,NA,6,"Prince William Sound",2001-08-22
2001-08-23 18:29:00,"HG16","Meares Glacier","Oblique visual count",20,NA,NA,6,"Prince William Sound",2001-08-23
2001-08-24 20:01:00,"HG16","Meares Glacier","Oblique visual count",65,NA,NA,6,"Prince William Sound",2001-08-24
2001-08-25 20:56:00,"HG16","Meares Glacier","AeroMap",113,NA,NA,6,"Prince William Sound",2001-08-25
2006-08-14 18:33:17,"HG16","Meares Glacier","Oblique visual count",58,NA,NA,6,"Prince William Sound",2006-08-14
2008-08-07 18:57:40,"HG16","Meares Glacier","Oblique visual count",346,NA,NA,6,"Prince William Sound",2008-08-07
2009-08-20 17:29:01,"HG16","Meares Glacier","Oblique visual count",272,NA,NA,6,"Prince William Sound",2009-08-20
2010-08-03 00:46:28,"HG16","Meares Glacier","Oblique visual count",86,NA,NA,6,"Prince William Sound",2010-08-03
2010-08-08 16:13:20,"HG16","Meares Glacier","Oblique visual count",100,NA,NA,6,"Prince William Sound",2010-08-08
2013-08-01 23:43:00,"HG16","Meares Glacier","MOSAIC",359,NA,NA,6,"Prince William Sound",2013-08-01
2015-07-29 01:16:00,"HG16","Meares Glacier","MOSAIC",117,NA,NA,6,"Prince William Sound",2015-07-28
2015-08-01 22:41:00,"HG16","Meares Glacier","MOSAIC",417,20,NA,6,"Prince William Sound",2015-08-01
2001-08-21 19:59:00,"HG26","Harvard Glacier","AeroMap",75,NA,NA,6,"Prince William Sound",2001-08-21
2001-08-22 20:01:00,"HG26","Harvard Glacier","AeroMap",19,NA,NA,6,"Prince William Sound",2001-08-22
2001-08-23 19:21:00,"HG26","Harvard Glacier","Oblique visual count",42,NA,NA,6,"Prince William Sound",2001-08-23
2001-08-25 20:09:00,"HG26","Harvard Glacier","Oblique visual count",40,NA,NA,6,"Prince William Sound",2001-08-25
2001-08-25 21:23:00,"HG26","Harvard Glacier","AeroMap",116,NA,NA,6,"Prince William Sound",2001-08-25
2006-08-05 21:01:00,"HG26","Harvard Glacier","LATTE",310.643,NA,31.0789,6,"Prince William Sound",2006-08-05
2006-08-09 17:36:32,"HG26","Harvard Glacier","Oblique visual count",0,NA,NA,6,"Prince William Sound",2006-08-09
2008-08-02 00:29:00,"HG26","Harvard Glacier","LATTE",546.914,NA,64.57551,6,"Prince William Sound",2008-08-01
